0.01;1;-0.00021396;1.6495e-005;-4.6967e-005;-0.072551;0.26541;9.8169;0.004948;-0.003545;-0.003562;-0.33508;0.19262;-0.89211
0.02;1;-0.00020061;6.4696e-006;-4.7546e-005;-0.079628;0.24866;9.7926;0.009148;-0.002066;-0.009523;-0.33658;0.19266;-0.89294
0.03;1;-0.00023314;3.6315e-006;-7.006e-005;-0.067499;0.24158;9.7976;-0.006974;-0.008418;0.002419;-0.33738;0.19161;-0.89172
0.04;1;-0.00020524;3.8485e-005;-5.254e-005;-0.081965;0.24148;9.7853;0.018639;-0.000395;-0.005902;-0.33398;0.19292;-0.89303
0.05;1;-0.00020056;5.5613e-005;-4.1587e-006;-0.079705;0.25583;9.7975;0.008307;0.003074;0.000773;-0.3361;0.18262;-0.894
0.06;1;-0.00019584;5.6e-005;-1.372e-005;-0.067544;0.24635;9.8024;0.012723;0.008395;-0.004497;-0.33625;0.19086;-0.89221
0.07;1;-0.00021785;6.762e-005;-9.2682e-006;-0.082056;0.25102;9.795;0.006747;-0.004865;-0.002202;-0.33676;0.1909;-0.8934
0.08;1;-0.00021817;6.8182e-005;-7.3559e-006;-0.089638;0.27737;9.7854;0.004442;-0.007314;-0.000363;-0.33651;0.18163;-0.89577
0.09;1;-0.00020551;7.5661e-005;-8.1266e-006;-0.091942;0.27013;9.7878;0.001102;-0.003115;-0.004005;-0.33668;0.18234;-0.89405
0.1;1;-0.00019778;6.2903e-005;-6.4597e-006;-0.065172;0.24643;9.7928;0.005937;-8e-006;-0.007451;-0.3369;0.1839;-0.8975
0.11;1;-0.00018566;5.7907e-005;-1.0958e-005;-0.079921;0.27027;9.7879;-0.005887;0.007865;-0.005795;-0.33578;0.18296;-0.89585
0.12;1;-0.0001847;8.5478e-005;-1.2619e-005;-0.086891;0.24631;9.7684;0.005909;-0.003807;-0.005856;-0.33655;0.18821;-0.89226
0.13;1;-0.00020608;8.1496e-005;1.0688e-005;-0.067499;0.24158;9.7976;0.010211;-0.009881;-0.006335;-0.33374;0.19175;-0.89374
0.14;1;-0.00021423;7.1782e-005;-6.6888e-006;-0.077316;0.25588;9.7927;-0.001374;-0.0115;-0.006748;-0.33476;0.19429;-0.89394
0.15;1;-0.00029998;5.9703e-005;-2.2295e-006;-0.072494;0.25121;9.7783;-2e-005;-0.001516;0.009258;-0.33714;0.1934;-0.89254
0.16;1;-0.00023706;7.0746e-005;-1.0073e-005;-0.072369;0.24632;9.7975;0.001641;-0.004759;0.004219;-0.33607;0.19371;-0.89404
0.17;1;-0.00020063;7.0086e-005;-1.1818e-005;-0.072278;0.23678;9.7878;0.002154;-0.003465;0.001016;-0.33519;0.19192;-0.89385
0.18;1;-0.00013751;-4.3023e-005;4.1661e-005;-0.08224;0.26541;9.7951;0.001269;0.004175;0.000574;-0.33561;0.1898;-0.89131
0.19;1;-8.0693e-005;-3.1418e-005;5.9852e-005;-0.067661;0.25123;9.7856;0.005452;-0.006037;0.007404;-0.33375;0.19259;-0.89172
0.2;1;-4.488e-005;1.5815e-005;5.3296e-005;-0.072308;0.24153;9.7975;0.002585;0.000622;0.002848;-0.33523;0.19159;-0.89213
0.21;1;-3.9023e-005;-2.2799e-005;9.238e-005;-0.065111;0.24163;9.7928;-0.007989;-0.002431;0.009744;-0.33465;0.19218;-0.89222
0.22;1;-3.0728e-005;-1.8813e-005;0.00012134;-0.08217;0.2606;9.7975;-0.004318;0.003148;-0.00535;-0.33588;0.19162;-0.89318
0.23;1;-2.6496e-006;1.3909e-005;-4.194e-005;-0.079766;0.26063;9.7975;0.007719;0.002967;-0.004939;-0.33588;0.19177;-0.89333
0.24;1;0.00020004;0.00011606;-6.7887e-005;-0.072662;0.26558;9.7832;0.00546;-0.00585;-0.006767;-0.33689;0.19188;-0.89096
0.25;1;0.00030127;0.00015125;-8.6208e-006;-0.079867;0.26548;9.7855;0.00766;-0.007571;-0.002663;-0.33575;0.19217;-0.8913
0.26;1;0.00031222;0.00017795;4.0624e-005;-0.072369;0.24632;9.7975;0.015313;-0.002052;0.00234;-0.33612;0.19131;-0.89249
0.27;1;0.00026217;0.0001771;5.658e-005;-0.0725;0.25593;9.7952;0.002232;0.001411;-0.003091;-0.33597;0.19131;-0.89233
0.28;1;0.00031579;0.00018218;6.0266e-005;-0.077272;0.24876;9.7782;0.014206;0.015527;0.003505;-0.33639;0.1919;-0.89221
0.29;1;0.00032808;0.000179;5.4511e-005;-0.086897;0.24867;9.7757;0.007747;-0.002699;-0.007005;-0.33645;0.19192;-0.89308
0.3;1;0.00029789;0.00017049;4.974e-005;-0.08224;0.26541;9.7951;0.017999;-0.003805;0.004616;-0.33526;0.19101;-0.89257
0.31;1;0.00019779;0.00017191;5.5892e-005;-0.082141;0.25585;9.7878;0.000449;0.002496;-0.004912;-0.33653;0.19264;-0.89207
0.32;1;0.0001794;0.00018659;5.0968e-005;-0.067654;0.25122;9.788;0.007959;-0.002428;0.007398;-0.33471;0.1916;-0.8931
0.33;1;0.00011807;0.00012516;0.00017578;-0.077311;0.25117;9.7758;0.00038;-0.002611;-0.00126;-0.33697;0.19102;-0.89212
0.34;1;4.1069e-005;0.0001291;9.8498e-005;-0.07251;0.25124;9.7735;0.004666;-0.000304;0.001012;-0.33657;0.19132;-0.89266
0.35;1;-8.799e-005;0.00014957;0.00011493;-0.077286;0.25349;9.7927;0.002558;-0.002055;0.004219;-0.33636;0.19387;-0.89406
0.36;1;-3.7483e-005;0.00015452;0.0001118;-0.07247;0.25118;9.7855;0.004077;-0.001093;-0.00493;-0.33639;0.19225;-0.89437
0.37;1;-2.3464e-005;0.0001631;0.00011008;-0.079721;0.25586;9.7927;0.008161;0.009531;-0.003106;-0.33594;0.19179;-0.89419
0.38;1;-5.3346e-005;0.00016754;0.00011314;-0.077407;0.26543;9.8024;0.003087;-0.01072;-0.001733;-0.33757;0.18748;-0.88558
0.39;1;-0.00012037;0.00016795;0.00011757;-0.07235;0.251;9.8216;-0.006824;-0.00273;-0.006261;-0.3358;0.19174;-0.89203
0.4;1;4.0868e-005;0.00017907;4.858e-005;-0.072492;0.25591;9.7976;-0.000927;0.000472;-0.00468;-0.33613;0.19028;-0.8925
0.41;1;8.3421e-005;0.00017989;9.0567e-005;-0.082171;0.25825;9.7878;0.011792;-0.005801;-0.004964;-0.33641;0.19161;-0.8925
0.42;1;8.7612e-005;0.00017287;0.00010973;-0.081933;0.24143;9.7949;0.004076;0.00906;-0.003551;-0.33585;0.19225;-0.89504
0.43;1;9.4519e-005;0.00014635;9.3806e-005;-0.082117;0.25582;9.795;0.006478;0.002857;0.001465;-0.33596;0.19387;-0.89461
0.44;1;6.8401e-005;0.00011937;8.2466e-005;-0.072477;0.25354;9.7928;0.001827;-0.003356;0.006964;-0.33576;0.19217;-0.89144
0.45;1;5.3279e-005;9.4203e-005;0.00011772;-0.077339;0.25827;9.7951;-0.003668;-0.004486;-0.004446;-0.33529;0.1923;-0.89083
0.46;1;6.0196e-005;0.0001898;7.976e-005;-0.079681;0.2558;9.8047;-0.007776;0.008609;-0.001674;-0.337;0.18994;-0.89026
0.47;1;6.0516e-005;0.00017646;6.8062e-005;-0.07955;0.24619;9.807;-0.006013;0.001903;0.000597;-0.33648;0.19134;-0.89352
0.48;1;4.4725e-005;0.00018326;6.6272e-005;-0.084353;0.24143;9.7901;0.005546;-0.005697;0.001686;-0.33745;0.19178;-0.89287
0.49;1;6.2064e-006;0.00018798;6.2023e-005;-0.077223;0.25104;9.8023;-0.005864;0.003348;0.005628;-0.33601;0.19192;-0.89305
0.5;1;-3.9298e-005;0.00018486;6.8463e-005;-0.072529;0.26067;9.8048;0.008503;-0.00118;0.001912;-0.3361;0.19278;-0.89218
0.51;1;-0.00013608;9.3078e-005;0.0001658;-0.067652;0.25357;9.7976;0.006688;-0.003894;0.001459;-0.33653;0.19338;-0.89221
0.52;1;-0.00012139;0.00011984;0.00010319;-0.077456;0.26315;9.7783;0.004467;-0.00034;-0.000815;-0.33512;0.19071;-0.8927
0.53;1;-7.076e-005;0.00012329;0.00010948;-0.065281;0.25129;9.7784;0.000801;0.007812;0.002178;-0.33706;0.19165;-0.89356
0.54;1;-8.5511e-005;9.1572e-005;0.00015478;-0.079582;0.24624;9.7974;0.001724;0.001467;0.000109;-0.33642;0.19206;-0.89265
0.55;1;-9.277e-005;3.8507e-005;0.00013632;-0.077425;0.26075;9.7783;0.001261;-0.00461;0.000107;-0.33542;0.19141;-0.89071
0.56;1;-8.0352e-005;-5.6087e-005;7.5235e-005;-0.065295;0.25602;9.7929;0.011366;0.002293;-0.005639;-0.33681;0.19151;-0.89412
0.57;1;-9.3656e-005;-2.319e-005;3.1244e-005;-0.077407;0.26543;9.8024;0.008202;0.002513;0.006947;-0.33492;0.19202;-0.89196
0.58;1;-1.4296e-005;2.2482e-007;3.3554e-005;-0.08704;0.26534;9.7974;0.000292;0.002893;0.004462;-0.33662;0.19149;-0.89353
0.59;1;3.9811e-005;-1.9843e-006;5.4882e-005;-0.077378;0.26068;9.7927;0.002108;-0.019217;0.001461;-0.33502;0.19082;-0.89111
0.6;1;-2.8352e-005;8.5352e-006;6.1974e-005;-0.070058;0.25119;9.788;0.005385;-0.009831;-0.002886;-0.33507;0.19237;-0.89427
0.61;1;-3.3775e-005;2.8056e-005;3.0052e-005;-0.079808;0.25599;9.7662;0.002271;-0.004941;-0.005841;-0.33576;0.19355;-0.89373
0.62;1;-1.2186e-005;4.3702e-005;3.4717e-005;-0.08712;0.26546;9.7734;0.002173;-0.013414;-0.001276;-0.33646;0.19242;-0.89552
0.63;1;-7.3286e-006;7.6784e-005;5.4457e-005;-0.072492;0.25591;9.7976;0.002877;-0.003965;-0.001727;-0.33739;0.19122;-0.89416
0.64;1;9.9382e-005;0.00014106;-2.4821e-005;-0.067696;0.26069;9.8121;0.009903;-0.008444;-0.001529;-0.33594;0.19224;-0.89419
0.65;1;4.1729e-005;0.00011661;4.1026e-005;-0.072461;0.25351;9.7976;0.008071;0.006019;0.001691;-0.33518;0.19207;-0.8937
0.66;1;-1.3759e-005;7.6005e-005;1.8314e-005;-0.072646;0.26555;9.788;0.006167;-0.004269;0.005576;-0.33643;0.19058;-0.8928
0.67;1;-9.3416e-006;7.2497e-005;-4.6572e-005;-0.067654;0.25122;9.788;0.006332;-0.008064;-0.004945;-0.33809;0.19314;-0.89377
0.68;1;-2.553e-005;6.5818e-005;-4.5095e-005;-0.070151;0.25604;9.7784;0.010757;0.006985;0.004654;-0.3387;0.19138;-0.89412
0.69;1;-2.0732e-005;0.00010555;-3.3965e-005;-0.0773;0.25586;9.7975;0.000231;-0.005163;0.006968;-0.33608;0.19248;-0.8919
0.7;1;-3.2317e-005;0.00010255;-4.163e-005;-0.07243;0.25112;9.7976;-0.011559;-0.00929;0.004723;-0.33589;0.19118;-0.89333
0.71;1;1.5244e-005;9.2657e-005;-4.443e-005;-0.072286;0.23679;9.7854;-0.001367;0.003169;-0.004907;-0.33591;0.19208;-0.89376
0.72;1;0.00015833;8.0735e-005;-4.1453e-005;-0.086933;0.25578;9.7926;-0.002084;0.001846;-0.003075;-0.33563;0.19149;-0.89389
0.73;1;0.00013541;7.005e-005;-3.2263e-005;-0.082049;0.24866;9.7878;0.013042;-0.00296;0.002347;-0.33465;0.19291;-0.89222
0.74;1;9.8788e-005;7.3524e-005;-3.1521e-005;-0.060488;0.25137;9.7737;0.005672;-0.000604;0.008781;-0.33643;0.19192;-0.89279
0.75;1;-0.00012761;7.1528e-005;-3.1442e-005;-0.067544;0.24635;9.8024;0.019373;-0.001556;0.004154;-0.33494;0.19233;-0.89224
0.76;1;-0.00011035;7.0563e-005;-2.6982e-005;-0.06756;0.24638;9.7976;-0.003209;-0.004941;-0.004906;-0.33675;0.19163;-0.89325
0.77;1;-7.8362e-005;5.3388e-005;-3.5243e-005;-0.072385;0.24635;9.7927;0.001684;-0.004805;0.001704;-0.33494;0.19262;-0.89224
0.78;1;-6.675e-005;3.5947e-005;-3.487e-005;-0.077346;0.26063;9.8024;0.00485;-0.002075;0.00284;-0.33706;0.19135;-0.89356
0.79;1;-8.2135e-005;2.1727e-005;-4.0341e-005;-0.079705;0.25583;9.7975;0.012586;-0.011542;0.000971;-0.3353;0.19221;-0.89328
0.8;1;-7.7785e-005;3.2544e-005;-4.9363e-005;-0.086957;0.25581;9.7853;0.008511;-0.000281;0.001911;-0.33611;0.19146;-0.89234
0.81;1;-4.3583e-005;3.4479e-005;-3.8727e-005;-0.091758;0.25575;9.7877;0.013728;-0.00748;0.001426;-0.3356;0.19207;-0.89345
0.82;1;-8.3162e-005;3.1701e-005;-4.2004e-005;-0.067747;0.25606;9.7784;-0.000975;-0.008042;-0.002631;-0.33519;0.19054;-0.89156
0.83;1;-7.6738e-005;2.831e-005;-2.4892e-005;-0.072595;0.25607;9.7663;-0.005608;-0.002083;0.003793;-0.33521;0.19143;-0.89184
0.84;1;-0.00010797;2.9207e-005;-2.8525e-005;-0.077196;0.24159;9.7733;-0.008682;-0.013052;-0.004438;-0.33493;0.19129;-0.89197
0.85;1;-8.8414e-005;3.0549e-005;-4.317e-005;-0.082266;0.26075;9.7686;0.017713;-0.013011;-0.006365;-0.3354;0.19249;-0.89256
0.86;1;-8.9174e-005;1.5924e-005;-5.1944e-005;-0.072347;0.24159;9.7855;0.014931;-0.001678;-0.001774;-0.33396;0.19193;-0.8949
0.87;1;-9.249e-005;3.7318e-005;-3.5141e-005;-0.077391;0.2654;9.8072;-0.000221;0.008567;-0.00513;-0.33764;0.18805;-0.88443
0.88;1;-9.428e-005;2.1712e-005;-4.5607e-005;-0.077438;0.26782;9.8024;-0.000991;-0.005328;-0.001712;-0.33536;0.19386;-0.89428
